county_name,year,acres
JACKSON,2012,6
JACKSON,2007,10
JACKSON,2002,2
JOSEPHINE,2012,1
CROOK,2012,10
CROOK,2007,12
CROOK,2002,5
DESCHUTES,2012,8
GRANT,2012,7
GRANT,2007,6
GRANT,2002,2
HARNEY,2012,12
HARNEY,2007,9
HARNEY,2002,6
JEFFERSON,2012,4
JEFFERSON,2007,5
JEFFERSON,2002,3
KLAMATH,2012,8
KLAMATH,2007,7
KLAMATH,2002,1
LAKE,2012,18
LAKE,2007,8
LAKE,2002,2
MALHEUR,2012,12
MALHEUR,2007,11
WHEELER,2012,15
WHEELER,2007,7
WHEELER,2002,3
BENTON,2012,78
BENTON,2007,114
BENTON,2002,156
CLACKAMAS,2012,313
CLACKAMAS,2007,302
CLACKAMAS,2002,595
CLATSOP,2012,36
CLATSOP,2007,20
CLATSOP,2002,75
COLUMBIA,2012,123
COLUMBIA,2007,100
COLUMBIA,2002,299
LANE,2012,236
LANE,2007,352
LANE,2002,569
LINCOLN,2012,48
LINCOLN,2007,76
LINCOLN,2002,78
LINN,2012,296
LINN,2007,256
LINN,2002,512
MARION,2012,295
MARION,2007,289
MARION,2002,518
MULTNOMAH,2012,40
MULTNOMAH,2007,63
MULTNOMAH,2002,105
POLK,2012,111
POLK,2007,92
POLK,2002,261
TILLAMOOK,2012,33
TILLAMOOK,2007,22
TILLAMOOK,2002,97
WASHINGTON,2012,134
WASHINGTON,2007,132
WASHINGTON,2002,216
YAMHILL,2012,169
YAMHILL,2007,143
YAMHILL,2002,371
GILLIAM,2012,14
GILLIAM,2007,11
GILLIAM,2002,21
HOOD RIVER,2012,32
HOOD RIVER,2007,44
HOOD RIVER,2002,38
MORROW,2012,68
MORROW,2007,52
MORROW,2002,66
SHERMAN,2012,10
SHERMAN,2007,16
SHERMAN,2002,23
WASCO,2012,67
WASCO,2007,88
WASCO,2002,118
BAKER,2012,81
BAKER,2007,83
BAKER,2002,145
UMATILLA,2012,275
UMATILLA,2007,283
UMATILLA,2002,354
UNION,2012,103
UNION,2007,103
UNION,2002,304
WALLOWA,2012,44
WALLOWA,2007,44
WALLOWA,2002,28
COOS,2012,75
COOS,2007,64
COOS,2002,201
CURRY,2012,22
CURRY,2007,18
CURRY,2002,32
DOUGLAS,2012,262
DOUGLAS,2007,274
DOUGLAS,2002,491
JACKSON,2012,193
JACKSON,2007,156
JACKSON,2002,383
JOSEPHINE,2012,101
JOSEPHINE,2007,65
JOSEPHINE,2002,113
CROOK,2012,80
CROOK,2007,43
CROOK,2002,135
DESCHUTES,2012,119
DESCHUTES,2007,106
DESCHUTES,2002,141
GRANT,2012,41
GRANT,2007,46
GRANT,2002,92
HARNEY,2012,50
HARNEY,2007,53
HARNEY,2002,129
JEFFERSON,2012,56
JEFFERSON,2007,60
JEFFERSON,2002,68
KLAMATH,2012,152
KLAMATH,2007,116
KLAMATH,2002,266
LAKE,2012,51
LAKE,2007,34
LAKE,2002,80
MALHEUR,2012,178
MALHEUR,2007,214
MALHEUR,2002,295
WHEELER,2012,12
WHEELER,2007,17
WHEELER,2002,15
BENTON,2012,37
BENTON,2007,31
BENTON,2002,17
CLACKAMAS,2012,104
CLACKAMAS,2007,109
CLACKAMAS,2002,96
CLATSOP,2012,5
CLATSOP,2007,10
COLUMBIA,2012,11
COLUMBIA,2007,15
COLUMBIA,2002,19
LANE,2012,61
LANE,2007,70
LANE,2002,28
LINCOLN,2012,4
LINCOLN,2007,7
LINCOLN,2002,4
LINN,2012,77
LINN,2007,114
LINN,2002,86
MARION,2012,145
MARION,2007,158
MARION,2002,116
MULTNOMAH,2012,17
MULTNOMAH,2007,20
MULTNOMAH,2002,15
POLK,2012,58
POLK,2007,61
POLK,2002,35
TILLAMOOK,2012,32
TILLAMOOK,2007,21
TILLAMOOK,2002,13
WASHINGTON,2012,88
WASHINGTON,2007,87
WASHINGTON,2002,61
YAMHILL,2012,75
YAMHILL,2007,100
YAMHILL,2002,79
GILLIAM,2012,38
GILLIAM,2007,31
GILLIAM,2002,27
HOOD RIVER,2012,46
HOOD RIVER,2007,47
HOOD RIVER,2002,16
MORROW,2012,47
MORROW,2007,69
MORROW,2002,37
SHERMAN,2012,43
SHERMAN,2007,31
SHERMAN,2002,20
WASCO,2012,64
WASCO,2007,44
WASCO,2002,32
BAKER,2012,59
BAKER,2007,57
BAKER,2002,52
UMATILLA,2012,136
UMATILLA,2007,141
UMATILLA,2002,70
UNION,2012,35
UNION,2007,61
UNION,2002,51
WALLOWA,2012,46
WALLOWA,2007,55
WALLOWA,2002,27
COOS,2012,27
COOS,2007,55
COOS,2002,2
CURRY,2012,30
CURRY,2007,17
CURRY,2002,17
DOUGLAS,2012,73
DOUGLAS,2007,90
DOUGLAS,2002,40
JACKSON,2012,56
JACKSON,2007,60
JACKSON,2002,56
JOSEPHINE,2012,11
JOSEPHINE,2007,12
JOSEPHINE,2002,1
CROOK,2012,41
CROOK,2007,43
CROOK,2002,30
DESCHUTES,2012,60
DESCHUTES,2007,35
DESCHUTES,2002,4
GRANT,2012,43
GRANT,2007,44
GRANT,2002,19
HARNEY,2012,58
HARNEY,2007,73
HARNEY,2002,28
JEFFERSON,2012,25
JEFFERSON,2007,31
JEFFERSON,2002,18
KLAMATH,2012,74
KLAMATH,2007,105
KLAMATH,2002,55
LAKE,2012,46
LAKE,2007,48
LAKE,2002,38
MALHEUR,2012,107
MALHEUR,2007,110
MALHEUR,2002,60
WHEELER,2012,24
WHEELER,2007,34
WHEELER,2002,18
BENTON,2012,418
BENTON,2007,349
BENTON,2002,393
CLACKAMAS,2012,1838
CLACKAMAS,2007,1365
CLACKAMAS,2002,2422
CLATSOP,2012,71
CLATSOP,2007,91
CLATSOP,2002,87
COLUMBIA,2012,372
COLUMBIA,2007,380
COLUMBIA,2002,285
LANE,2012,1336
LANE,2007,1391
LANE,2002,1198
LINCOLN,2012,165
LINCOLN,2007,142
LINCOLN,2002,154
LINN,2012,994
LINN,2007,1030
LINN,2002,985
MARION,2012,1070
MARION,2007,897
MARION,2002,1531
MULTNOMAH,2012,244
MULTNOMAH,2007,161
MULTNOMAH,2002,296
POLK,2012,551
POLK,2007,515
POLK,2002,550
TILLAMOOK,2012,84
TILLAMOOK,2007,58
TILLAMOOK,2002,57
WASHINGTON,2012,621
WASHINGTON,2007,494
WASHINGTON,2002,771
YAMHILL,2012,879
YAMHILL,2007,757
YAMHILL,2002,1132
GILLIAM,2012,20
GILLIAM,2007,25
GILLIAM,2002,33
HOOD RIVER,2012,195
HOOD RIVER,2007,137
HOOD RIVER,2002,243
MORROW,2012,114
MORROW,2007,81
MORROW,2002,116
SHERMAN,2012,43
SHERMAN,2007,44
SHERMAN,2002,45
WASCO,2012,253
WASCO,2007,177
WASCO,2002,168
BAKER,2012,195
BAKER,2007,189
BAKER,2002,233
UMATILLA,2012,550
UMATILLA,2007,547
UMATILLA,2002,669
UNION,2012,385
UNION,2007,340
UNION,2002,269
WALLOWA,2012,174
WALLOWA,2007,157
WALLOWA,2002,186
COOS,2012,235
COOS,2007,265
COOS,2002,367
CURRY,2012,48
CURRY,2007,33
CURRY,2002,61
DOUGLAS,2012,818
DOUGLAS,2007,755
DOUGLAS,2002,941
JACKSON,2012,797
JACKSON,2007,621
JACKSON,2002,841
JOSEPHINE,2012,286
JOSEPHINE,2007,257
JOSEPHINE,2002,291
CROOK,2012,172
CROOK,2007,187
CROOK,2002,304
DESCHUTES,2012,568
DESCHUTES,2007,321
DESCHUTES,2002,945
GRANT,2012,120
GRANT,2007,124
GRANT,2002,123
HARNEY,2012,167
HARNEY,2007,132
HARNEY,2002,113
JEFFERSON,2012,189
JEFFERSON,2007,144
JEFFERSON,2002,196
KLAMATH,2012,324
KLAMATH,2007,461
KLAMATH,2002,425
LAKE,2012,92
LAKE,2007,102
LAKE,2002,172
MALHEUR,2012,353
MALHEUR,2007,338
MALHEUR,2002,463
WHEELER,2012,34
WHEELER,2007,38
WHEELER,2002,55
BENTON,2012,4
BENTON,2007,9
BENTON,2002,11
CLACKAMAS,2012,19
CLACKAMAS,2007,25
CLACKAMAS,2002,5
COLUMBIA,2012,3
COLUMBIA,2007,2
LANE,2012,21
LANE,2007,21
LANE,2002,5
LINCOLN,2012,2
LINCOLN,2007,1
LINN,2012,46
LINN,2007,33
LINN,2002,16
MARION,2012,53
MARION,2007,44
MARION,2002,28
MULTNOMAH,2012,7
MULTNOMAH,2007,10
MULTNOMAH,2002,6
POLK,2012,16
POLK,2007,17
POLK,2002,10
TILLAMOOK,2012,2
TILLAMOOK,2007,2
TILLAMOOK,2002,1
WASHINGTON,2012,25
WASHINGTON,2007,24
WASHINGTON,2002,10
YAMHILL,2012,35
YAMHILL,2007,24
YAMHILL,2002,8
GILLIAM,2012,21
GILLIAM,2007,13
GILLIAM,2002,9
HOOD RIVER,2012,11
HOOD RIVER,2007,8
HOOD RIVER,2002,4
MORROW,2012,29
MORROW,2007,17
MORROW,2002,13
SHERMAN,2012,7
SHERMAN,2007,15
SHERMAN,2002,1
WASCO,2012,13
WASCO,2007,26
WASCO,2002,9
BAKER,2012,31
BAKER,2007,27
BAKER,2002,10
UMATILLA,2012,42
UMATILLA,2007,54
UMATILLA,2002,18
UNION,2012,18
UNION,2007,14
UNION,2002,9
WALLOWA,2012,21
WALLOWA,2007,25
WALLOWA,2002,6
COOS,2012,3
COOS,2007,6
COOS,2002,2
CURRY,2012,4
CURRY,2007,11
CURRY,2002,7
DOUGLAS,2012,13
DOUGLAS,2007,11
DOUGLAS,2002,3
JACKSON,2012,7
JACKSON,2007,12
JACKSON,2002,3
JOSEPHINE,2012,1
CROOK,2012,11
CROOK,2007,14
CROOK,2002,19
DESCHUTES,2012,8
DESCHUTES,2007,8
DESCHUTES,2002,1
GRANT,2012,17
GRANT,2007,22
GRANT,2002,6
HARNEY,2012,26
HARNEY,2007,24
HARNEY,2002,11
JEFFERSON,2012,13
JEFFERSON,2007,11
JEFFERSON,2002,2
KLAMATH,2012,31
KLAMATH,2007,18
KLAMATH,2002,4
LAKE,2012,12
LAKE,2007,26
LAKE,2002,8
MALHEUR,2012,47
MALHEUR,2007,23
MALHEUR,2002,13
WHEELER,2012,8
WHEELER,2007,8
WHEELER,2002,6
BENTON,2012,20
BENTON,2007,48
BENTON,2002,82
CLACKAMAS,2012,113
CLACKAMAS,2007,198
CLACKAMAS,2002,207
CLATSOP,2012,11
CLATSOP,2007,21
CLATSOP,2002,10
COLUMBIA,2012,29
COLUMBIA,2007,33
COLUMBIA,2002,123
LANE,2012,84
LANE,2007,158
LANE,2002,141
LINCOLN,2012,24
LINCOLN,2007,27
LINCOLN,2002,42
LINN,2012,68
LINN,2007,112
LINN,2002,44
MARION,2012,132
MARION,2007,168
MARION,2002,224
MULTNOMAH,2012,35
MULTNOMAH,2007,43
MULTNOMAH,2002,30
POLK,2012,54
POLK,2007,47
POLK,2002,74
TILLAMOOK,2012,13
TILLAMOOK,2007,16
TILLAMOOK,2002,1
WASHINGTON,2012,97
WASHINGTON,2007,114
WASHINGTON,2002,86
YAMHILL,2012,47
YAMHILL,2007,98
YAMHILL,2002,94
GILLIAM,2012,4
GILLIAM,2007,8
GILLIAM,2002,2
HOOD RIVER,2012,17
HOOD RIVER,2007,23
HOOD RIVER,2002,77
MORROW,2012,18
MORROW,2007,26
MORROW,2002,31
SHERMAN,2012,5
SHERMAN,2007,9
SHERMAN,2002,8
WASCO,2012,36
WASCO,2007,32
BAKER,2012,24
BAKER,2007,35
BAKER,2002,40
UMATILLA,2012,81
UMATILLA,2007,113
UMATILLA,2002,183
UNION,2012,43
UNION,2007,52
UNION,2002,96
WALLOWA,2012,20
WALLOWA,2007,21
WALLOWA,2002,95
COOS,2012,31
COOS,2007,23
COOS,2002,33
CURRY,2012,9
CURRY,2007,4
CURRY,2002,12
DOUGLAS,2012,69
DOUGLAS,2007,129
DOUGLAS,2002,179
JACKSON,2012,67
JACKSON,2007,108
JACKSON,2002,180
JOSEPHINE,2012,38
JOSEPHINE,2007,43
JOSEPHINE,2002,120
CROOK,2012,37
CROOK,2007,30
CROOK,2002,65
DESCHUTES,2012,36
DESCHUTES,2007,68
DESCHUTES,2002,40
GRANT,2012,17
GRANT,2007,15
GRANT,2002,7
HARNEY,2012,33
HARNEY,2007,25
HARNEY,2002,47
JEFFERSON,2012,30
JEFFERSON,2007,29
JEFFERSON,2002,10
KLAMATH,2012,59
KLAMATH,2007,76
KLAMATH,2002,61
LAKE,2012,19
LAKE,2007,25
LAKE,2002,10
MALHEUR,2012,77
MALHEUR,2007,63
MALHEUR,2002,100
WHEELER,2012,6
WHEELER,2007,7
WHEELER,2002,3
BENTON,2012,222
BENTON,2007,202
BENTON,2002,108
CLACKAMAS,2012,950
CLACKAMAS,2007,1369
CLACKAMAS,2002,830
CLATSOP,2012,55
CLATSOP,2007,70
CLATSOP,2002,42
COLUMBIA,2012,128
COLUMBIA,2007,197
COLUMBIA,2002,75
LANE,2012,565
LANE,2007,850
LANE,2002,256
LINCOLN,2012,53
LINCOLN,2007,63
LINCOLN,2002,46
LINN,2012,366
LINN,2007,405
LINN,2002,350
MARION,2012,483
MARION,2007,604
MARION,2002,317
MULTNOMAH,2012,164
MULTNOMAH,2007,167
MULTNOMAH,2002,134
POLK,2012,196
POLK,2007,304
POLK,2002,232
TILLAMOOK,2012,65
TILLAMOOK,2007,91
TILLAMOOK,2002,120
WASHINGTON,2012,401
WASHINGTON,2007,560
WASHINGTON,2002,442
YAMHILL,2012,511
YAMHILL,2007,652
YAMHILL,2002,441
GILLIAM,2012,36
GILLIAM,2007,31
GILLIAM,2002,31
HOOD RIVER,2012,153
HOOD RIVER,2007,164
HOOD RIVER,2002,159
MORROW,2012,44
MORROW,2007,61
MORROW,2002,51
SHERMAN,2012,39
SHERMAN,2007,36
SHERMAN,2002,33
WASCO,2012,127
WASCO,2007,127
WASCO,2002,119
BAKER,2012,144
BAKER,2007,149
BAKER,2002,136
UMATILLA,2012,228
UMATILLA,2007,249
UMATILLA,2002,163
UNION,2012,125
UNION,2007,147
UNION,2002,128
WALLOWA,2012,115
WALLOWA,2007,126
WALLOWA,2002,48
COOS,2012,172
COOS,2007,191
COOS,2002,82
CURRY,2012,47
CURRY,2007,51
CURRY,2002,37
DOUGLAS,2012,454
DOUGLAS,2007,491
DOUGLAS,2002,250
JACKSON,2012,415
JACKSON,2007,626
JACKSON,2002,293
JOSEPHINE,2012,113
JOSEPHINE,2007,200
JOSEPHINE,2002,57
CROOK,2012,125
CROOK,2007,150
CROOK,2002,67
DESCHUTES,2012,325
DESCHUTES,2007,560
DESCHUTES,2002,316
GRANT,2012,82
GRANT,2007,72
GRANT,2002,71
HARNEY,2012,65
HARNEY,2007,108
HARNEY,2002,81
JEFFERSON,2012,84
JEFFERSON,2007,120
JEFFERSON,2002,93
KLAMATH,2012,152
KLAMATH,2007,234
KLAMATH,2002,257
LAKE,2012,62
LAKE,2007,86
LAKE,2002,40
MALHEUR,2012,170
MALHEUR,2007,220
MALHEUR,2002,140
WHEELER,2012,26
WHEELER,2007,26
WHEELER,2002,36
BENTON,2012,48
BENTON,2007,75
BENTON,2002,98
CLACKAMAS,2012,155
CLACKAMAS,2007,246
CLACKAMAS,2002,333
CLATSOP,2012,9
CLATSOP,2007,8
CLATSOP,2002,32
COLUMBIA,2012,46
COLUMBIA,2007,35
COLUMBIA,2002,47
LANE,2012,186
LANE,2007,209
LANE,2002,262
LINCOLN,2012,44
LINCOLN,2007,24
LINCOLN,2002,36
LINN,2012,112
LINN,2007,183
LINN,2002,216
MARION,2012,180
MARION,2007,246
MARION,2002,316
MULTNOMAH,2012,54
MULTNOMAH,2007,46
MULTNOMAH,2002,79
POLK,2012,63
POLK,2007,85
POLK,2002,56
TILLAMOOK,2012,15
TILLAMOOK,2007,34
TILLAMOOK,2002,20
WASHINGTON,2012,134
WASHINGTON,2007,139
WASHINGTON,2002,192
YAMHILL,2012,105
YAMHILL,2007,95
YAMHILL,2002,65
GILLIAM,2012,4
GILLIAM,2007,3
GILLIAM,2002,16
HOOD RIVER,2012,26
HOOD RIVER,2007,30
HOOD RIVER,2002,7
MORROW,2012,14
MORROW,2007,27
MORROW,2002,7
SHERMAN,2012,3
SHERMAN,2007,5
SHERMAN,2002,33
WASCO,2012,30
WASCO,2007,70
WASCO,2002,50
BAKER,2012,38
BAKER,2007,42
BAKER,2002,59
UMATILLA,2012,108
UMATILLA,2007,126
UMATILLA,2002,64
UNION,2012,48
UNION,2007,50
UNION,2002,60
WALLOWA,2012,20
WALLOWA,2007,31
WALLOWA,2002,50
COOS,2012,44
COOS,2007,46
COOS,2002,13
CURRY,2012,9
CURRY,2007,15
CURRY,2002,21
DOUGLAS,2012,101
DOUGLAS,2007,125
DOUGLAS,2002,168
JACKSON,2012,59
JACKSON,2007,135
JACKSON,2002,130
JOSEPHINE,2012,28
JOSEPHINE,2007,38
JOSEPHINE,2002,146
CROOK,2012,25
CROOK,2007,33
CROOK,2002,24
DESCHUTES,2012,55
DESCHUTES,2007,108
DESCHUTES,2002,63
GRANT,2012,15
GRANT,2007,24
GRANT,2002,14
HARNEY,2012,36
HARNEY,2007,28
HARNEY,2002,60
JEFFERSON,2012,23
JEFFERSON,2007,41
JEFFERSON,2002,8
KLAMATH,2012,45
KLAMATH,2007,53
KLAMATH,2002,109
LAKE,2012,23
LAKE,2007,25
LAKE,2002,50
MALHEUR,2012,74
MALHEUR,2007,88
MALHEUR,2002,87
WHEELER,2012,6
WHEELER,2007,2
WHEELER,2002,18
BENTON,2012,23513
BENTON,2007,22133
BENTON,2002,22504
BENTON,1997,26037
CLACKAMAS,2012,45342
CLACKAMAS,2007,51566
CLACKAMAS,2002,70426
CLACKAMAS,1997,64289
CLATSOP,2012,6077
CLATSOP,2007,10486
CLATSOP,2002,10957
CLATSOP,1997,11723
COLUMBIA,2012,16902
COLUMBIA,2007,19656
COLUMBIA,2002,27895
COLUMBIA,1997,35842
LANE,2012,68808
LANE,2007,88090
LANE,2002,84280
LANE,1997,83387
LINCOLN,2012,12838
LINCOLN,2007,14432
LINCOLN,2002,14234
LINCOLN,1997,17972
LINN,2012,84930
LINN,2007,103202
LINN,2002,113798
LINN,1997,98233
MARION,2012,37702
MARION,2007,45707
MARION,2002,58186
MARION,1997,40732
MULTNOMAH,2012,7728
MULTNOMAH,2007,7404
MULTNOMAH,2002,8646
MULTNOMAH,1997,12631
POLK,2012,17032
POLK,2007,23976
POLK,2002,32201
POLK,1997,32746
TILLAMOOK,2012,18215
TILLAMOOK,2007,21250
TILLAMOOK,2002,25919
TILLAMOOK,1997,21366
WASHINGTON,2012,21942
WASHINGTON,2007,16097
WASHINGTON,2002,18129
WASHINGTON,1997,15544
YAMHILL,2012,29552
YAMHILL,2007,35202
YAMHILL,2002,40865
YAMHILL,1997,42247
GILLIAM,2012,394774
GILLIAM,2007,440100
GILLIAM,2002,352685
GILLIAM,1997,428870
HOOD RIVER,2012,2500
HOOD RIVER,2007,2536
HOOD RIVER,2002,3733
HOOD RIVER,1997,4169
MORROW,2012,659172
MORROW,2007,612413
MORROW,2002,660394
MORROW,1997,631686
SHERMAN,2012,143486
SHERMAN,2007,170789
SHERMAN,2002,166491
SHERMAN,1997,144313
WASCO,2012,1185552
WASCO,2007,737382
WASCO,2002,835001
WASCO,1997,902358
BAKER,2012,601438
BAKER,2007,617154
BAKER,2002,763928
BAKER,1997,829486
UMATILLA,2012,491934
UMATILLA,2007,599072
UMATILLA,2002,535053
UMATILLA,1997,603792
UNION,2012,279124
UNION,2007,341060
UNION,2002,332982
UNION,1997,378602
WALLOWA,2012,361722
WALLOWA,2007,429650
WALLOWA,2002,415273
WALLOWA,1997,488028
COOS,2012,81082
COOS,2007,85813
COOS,2002,94255
COOS,1997,94073
CURRY,2012,41046
CURRY,2007,51819
CURRY,2002,43631
CURRY,1997,58328
DOUGLAS,2012,256742
DOUGLAS,2007,274301
DOUGLAS,2002,274158
DOUGLAS,1997,299230
JACKSON,2012,152992
JACKSON,2007,167477
JACKSON,2002,168071
JACKSON,1997,173130
JOSEPHINE,2012,10714
JOSEPHINE,2007,15623
JOSEPHINE,2002,13864
JOSEPHINE,1997,13204
CROOK,2012,747180
CROOK,2007,695033
CROOK,2002,852266
CROOK,1997,824997
DESCHUTES,2012,82688
DESCHUTES,2007,88567
DESCHUTES,2002,88601
DESCHUTES,1997,85418
GRANT,2012,560494
GRANT,2007,695226
GRANT,2002,820779
GRANT,1997,960565
HARNEY,2012,1283467
HARNEY,2007,1276796
HARNEY,2002,1380567
HARNEY,1997,1129481
JEFFERSON,2012,715024
JEFFERSON,2007,590095
JEFFERSON,2002,447169
JEFFERSON,1997,544700
KLAMATH,2012,444643
KLAMATH,2007,498795
KLAMATH,2002,476425
KLAMATH,1997,493852
LAKE,2012,488541
LAKE,2007,515258
LAKE,2002,521559
LAKE,1997,565239
MALHEUR,2012,855669
MALHEUR,2007,954942
MALHEUR,2002,942786
MALHEUR,1997,990853
WHEELER,2012,593935
WHEELER,2007,677237
WHEELER,2002,679732
WHEELER,1997,654449
BENTON,2012,538
BENTON,2007,547
BENTON,2002,558
BENTON,1997,532
CLACKAMAS,2012,2183
CLACKAMAS,2007,2448
CLACKAMAS,2002,2991
CLACKAMAS,1997,2561
CLATSOP,2012,132
CLATSOP,2007,180
CLATSOP,2002,207
CLATSOP,1997,218
COLUMBIA,2012,515
COLUMBIA,2007,599
COLUMBIA,2002,657
COLUMBIA,1997,659
LANE,2012,1707
LANE,2007,2339
LANE,2002,1785
LANE,1997,1673
LINCOLN,2012,287
LINCOLN,2007,310
LINCOLN,2002,314
LINCOLN,1997,305
LINN,2012,1437
LINN,2007,1688
LINN,2002,1723
LINN,1997,1728
MARION,2012,1354
MARION,2007,1551
MARION,2002,1814
MARION,1997,1504
MULTNOMAH,2012,266
MULTNOMAH,2007,284
MULTNOMAH,2002,346
MULTNOMAH,1997,297
POLK,2012,636
POLK,2007,758
POLK,2002,852
POLK,1997,874
TILLAMOOK,2012,218
TILLAMOOK,2007,232
TILLAMOOK,2002,286
TILLAMOOK,1997,281
WASHINGTON,2012,695
WASHINGTON,2007,853
WASHINGTON,2002,927
WASHINGTON,1997,854
YAMHILL,2012,1136
YAMHILL,2007,1271
YAMHILL,2002,1444
YAMHILL,1997,1268
GILLIAM,2012,124
GILLIAM,2007,137
GILLIAM,2002,118
GILLIAM,1997,146
HOOD RIVER,2012,200
HOOD RIVER,2007,198
HOOD RIVER,2002,217
HOOD RIVER,1997,199
MORROW,2012,260
MORROW,2007,288
MORROW,2002,246
MORROW,1997,335
SHERMAN,2012,109
SHERMAN,2007,141
SHERMAN,2002,141
SHERMAN,1997,116
WASCO,2012,440
WASCO,2007,465
WASCO,2002,364
WASCO,1997,381
BAKER,2012,533
BAKER,2007,598
BAKER,2002,618
BAKER,1997,633
UMATILLA,2012,967
UMATILLA,2007,1061
UMATILLA,2002,1045
UMATILLA,1997,1066
UNION,2012,557
UNION,2007,669
UNION,2002,740
UNION,1997,722
WALLOWA,2012,407
WALLOWA,2007,463
WALLOWA,2002,429
WALLOWA,1997,434
COOS,2012,468
COOS,2007,546
COOS,2002,529
COOS,1997,582
CURRY,2012,138
CURRY,2007,141
CURRY,2002,160
CURRY,1997,151
DOUGLAS,2012,1433
DOUGLAS,2007,1670
DOUGLAS,2002,1684
DOUGLAS,1997,1791
JACKSON,2012,1118
JACKSON,2007,1377
JACKSON,2002,1368
JACKSON,1997,1341
JOSEPHINE,2012,383
JOSEPHINE,2007,441
JOSEPHINE,2002,456
JOSEPHINE,1997,473
CROOK,2012,425
CROOK,2007,492
CROOK,2002,564
CROOK,1997,467
DESCHUTES,2012,959
DESCHUTES,2007,1096
DESCHUTES,2002,1322
DESCHUTES,1997,1178
GRANT,2012,344
GRANT,2007,361
GRANT,2002,352
GRANT,1997,389
HARNEY,2012,388
HARNEY,2007,437
HARNEY,2002,446
HARNEY,1997,429
JEFFERSON,2012,335
JEFFERSON,2007,358
JEFFERSON,2002,265
JEFFERSON,1997,276
KLAMATH,2012,692
KLAMATH,2007,977
KLAMATH,2002,948
KLAMATH,1997,897
LAKE,2012,292
LAKE,2007,319
LAKE,2002,310
LAKE,1997,341
MALHEUR,2012,759
MALHEUR,2007,942
MALHEUR,2002,895
MALHEUR,1997,872
WHEELER,2012,139
WHEELER,2007,142
WHEELER,2002,151
WHEELER,1997,159
BENTON,2007,226
CLACKAMAS,2007,705
LANE,2007,799
LINN,2007,2208
MARION,2007,483
MULTNOMAH,2007,114
POLK,2007,138
TILLAMOOK,2007,447
WASHINGTON,2007,84
HOOD RIVER,2007,37
UMATILLA,2007,2639
WALLOWA,2007,116
COOS,2007,3516
CURRY,2007,153
DOUGLAS,2007,791
JACKSON,2007,477
JOSEPHINE,2007,474
DESCHUTES,2007,401
KLAMATH,2007,4074
LAKE,2007,938
MALHEUR,2007,105
BENTON,2007,9
CLACKAMAS,2007,35
COLUMBIA,2007,3
LANE,2007,39
LINCOLN,2007,1
LINN,2007,19
MARION,2007,15
MULTNOMAH,2007,10
POLK,2007,11
TILLAMOOK,2007,4
WASHINGTON,2007,14
YAMHILL,2007,21
HOOD RIVER,2007,6
BAKER,2007,2
UMATILLA,2007,11
UNION,2007,1
WALLOWA,2007,4
COOS,2007,21
CURRY,2007,4
DOUGLAS,2007,17
JACKSON,2007,22
JOSEPHINE,2007,13
CROOK,2007,4
DESCHUTES,2007,9
GRANT,2007,9
HARNEY,2007,4
JEFFERSON,2007,4
KLAMATH,2007,13
LAKE,2007,4
MALHEUR,2007,5
BENTON,2012,20066
BENTON,2007,13412
BENTON,2002,7625
BENTON,1997,10688
CLACKAMAS,2012,35067
CLACKAMAS,2007,27891
CLACKAMAS,2002,25790
CLACKAMAS,1997,21949
CLATSOP,2012,4767
CLATSOP,2007,6360
CLATSOP,2002,3994
CLATSOP,1997,2122
COLUMBIA,2012,10340
COLUMBIA,2007,8542
COLUMBIA,2002,5589
COLUMBIA,1997,18623
LANE,2012,47958
LANE,2007,48460
LANE,2002,30633
LANE,1997,31778
LINCOLN,2012,8499
LINCOLN,2007,7827
LINCOLN,2002,4798
LINCOLN,1997,7357
LINN,2012,46094
LINN,2007,57631
LINN,2002,43576
LINN,1997,42076
MARION,2012,28214
MARION,2007,27176
MARION,2002,18356
MARION,1997,14312
MULTNOMAH,2012,5356
MULTNOMAH,2007,2349
MULTNOMAH,1997,6626
POLK,2012,10880
POLK,2007,12079
POLK,2002,10184
POLK,1997,10150
TILLAMOOK,2012,13786
TILLAMOOK,2007,13678
TILLAMOOK,2002,9752
TILLAMOOK,1997,7398
WASHINGTON,2012,18946
WASHINGTON,2007,8115
WASHINGTON,2002,6590
WASHINGTON,1997,5931
YAMHILL,2012,21448
YAMHILL,2007,17254
YAMHILL,2002,13862
YAMHILL,1997,14270
GILLIAM,2012,369933
GILLIAM,2007,410607
GILLIAM,2002,313676
HOOD RIVER,2012,1933
HOOD RIVER,2007,1437
MORROW,2012,578449
MORROW,2007,541281
MORROW,2002,564611
MORROW,1997,576680
SHERMAN,2012,130533
SHERMAN,2007,151796
SHERMAN,2002,152684
WASCO,2012,1005259
WASCO,2007,626475
WASCO,2002,621171
WASCO,1997,709442
BAKER,2012,527560
BAKER,2007,514942
BAKER,2002,623743
BAKER,1997,683454
UMATILLA,2012,396389
UMATILLA,2007,467080
UMATILLA,2002,401492
UMATILLA,1997,518422
UNION,2012,214297
UNION,2007,259098
UNION,2002,231680
UNION,1997,272746
WALLOWA,2012,295265
WALLOWA,2007,354568
WALLOWA,2002,310930
WALLOWA,1997,401961
COOS,2012,60462
COOS,2007,52117
COOS,2002,39926
COOS,1997,37865
CURRY,2012,32146
CURRY,2007,30623
CURRY,2002,23704
CURRY,1997,33330
