county_name,year,acres
CLATSOP,2012,14
CLATSOP,2007,9
CLATSOP,2002,15
CLATSOP,1997,4
COLUMBIA,2012,64
COLUMBIA,2007,72
COLUMBIA,1997,51
LANE,2012,592
LANE,2007,675
LANE,2002,646
LANE,1997,603
LINCOLN,2012,29
LINCOLN,2007,40
LINCOLN,2002,42
LINCOLN,1997,23
LINN,2012,300
LINN,2007,471
LINN,2002,322
LINN,1997,366
MARION,2012,776
MARION,2007,666
MARION,2002,855
MARION,1997,654
MULTNOMAH,2012,200
MULTNOMAH,2007,178
MULTNOMAH,2002,217
MULTNOMAH,1997,181
POLK,2012,99
POLK,2007,88
POLK,2002,100
POLK,1997,103
TILLAMOOK,2007,33
TILLAMOOK,2002,14
TILLAMOOK,1997,30
WASHINGTON,2012,449
WASHINGTON,2007,511
WASHINGTON,1997,409
YAMHILL,2012,253
YAMHILL,2007,249
YAMHILL,2002,281
YAMHILL,1997,214
HOOD RIVER,2012,421
HOOD RIVER,2007,448
HOOD RIVER,2002,456
HOOD RIVER,1997,459
MORROW,2012,89
MORROW,2007,106
MORROW,2002,122
MORROW,1997,146
WASCO,2007,123
WASCO,2002,76
BAKER,2012,157
BAKER,2007,144
BAKER,2002,163
BAKER,1997,170
UMATILLA,2012,1088
UMATILLA,2007,1388
UMATILLA,2002,1273
UMATILLA,1997,1299
UNION,2012,197
UNION,2007,182
UNION,2002,201
WALLOWA,2012,235
WALLOWA,2007,207
WALLOWA,2002,166
WALLOWA,1997,94
COOS,2007,79
COOS,1997,66
CURRY,2012,34
CURRY,2007,10
CURRY,2002,24
CURRY,1997,13
DOUGLAS,2012,267
DOUGLAS,2007,225
DOUGLAS,2002,326
DOUGLAS,1997,395
JACKSON,2012,1273
JACKSON,2007,1500
JACKSON,2002,1432
JACKSON,1997,1404
JOSEPHINE,2012,382
JOSEPHINE,2007,462
JOSEPHINE,2002,618
JOSEPHINE,1997,544
CROOK,2012,342
CROOK,2007,438
CROOK,2002,466
CROOK,1997,319
DESCHUTES,2012,991
DESCHUTES,2007,1042
DESCHUTES,2002,1196
GRANT,2012,70
GRANT,2007,113
HARNEY,2007,23
HARNEY,1997,52
JEFFERSON,2012,183
JEFFERSON,2007,98
JEFFERSON,2002,135
JEFFERSON,1997,169
KLAMATH,2012,329
KLAMATH,2007,392
KLAMATH,2002,407
KLAMATH,1997,412
LAKE,2007,32
LAKE,2002,31
MALHEUR,2012,298
MALHEUR,2007,402
MALHEUR,2002,415
MALHEUR,1997,338
BENTON,2012,608
BENTON,2007,634
BENTON,2002,697
BENTON,1997,606
CLACKAMAS,2012,2656
CLACKAMAS,2007,2702
CLACKAMAS,2002,3471
CLACKAMAS,1997,3311
CLATSOP,2007,76
CLATSOP,2002,226
COLUMBIA,2007,144
COLUMBIA,2002,280
COLUMBIA,1997,232
LANE,2012,1608
LANE,2007,2067
LANE,2002,2343
LANE,1997,2243
LINCOLN,2012,154
LINCOLN,2007,170
LINCOLN,2002,275
LINCOLN,1997,125
LINN,2012,1506
LINN,2007,2028
LINN,2002,2171
LINN,1997,2399
MARION,2012,4085
MARION,2007,4906
MARION,2002,5193
MARION,1997,4620
MULTNOMAH,2012,418
MULTNOMAH,2007,567
MULTNOMAH,2002,560
MULTNOMAH,1997,603
POLK,2012,525
POLK,2007,592
POLK,2002,583
POLK,1997,553
TILLAMOOK,2012,132
TILLAMOOK,2007,155
TILLAMOOK,2002,164
TILLAMOOK,1997,92
WASHINGTON,2012,1407
WASHINGTON,2007,1709
WASHINGTON,2002,1860
WASHINGTON,1997,2046
YAMHILL,2012,1264
YAMHILL,2007,1395
YAMHILL,2002,1594
YAMHILL,1997,1309
HOOD RIVER,2012,3117
HOOD RIVER,2007,3168
HOOD RIVER,2002,4193
HOOD RIVER,1997,4406
MORROW,2012,805
MORROW,2007,1012
MORROW,2002,677
MORROW,1997,1055
WASCO,2012,780
WASCO,2007,856
WASCO,2002,727
WASCO,1997,1193
BAKER,2012,1575
BAKER,2007,2354
BAKER,2002,2466
BAKER,1997,2828
UMATILLA,2012,4183
UMATILLA,2007,5479
UMATILLA,2002,5695
UMATILLA,1997,6738
UNION,2012,1086
UNION,2007,1274
UNION,2002,1855
UNION,1997,1559
WALLOWA,2012,1343
WALLOWA,2007,1300
WALLOWA,2002,1759
WALLOWA,1997,1210
COOS,2012,675
COOS,2007,654
COOS,2002,1098
COOS,1997,828
CURRY,2012,240
CURRY,2007,267
CURRY,2002,268
CURRY,1997,155
DOUGLAS,2012,1501
DOUGLAS,2007,2325
DOUGLAS,2002,2276
DOUGLAS,1997,2234
JACKSON,2012,6834
JACKSON,2007,8384
JACKSON,2002,8240
JACKSON,1997,7496
JOSEPHINE,2012,1926
JOSEPHINE,2007,2229
JOSEPHINE,2002,2515
JOSEPHINE,1997,2673
CROOK,2012,2361
CROOK,2007,2734
CROOK,2002,2779
CROOK,1997,2540
DESCHUTES,2012,8339
DESCHUTES,2007,10365
DESCHUTES,2002,12115
DESCHUTES,1997,10571
GRANT,2012,619
GRANT,2007,772
GRANT,2002,853
GRANT,1997,839
HARNEY,2012,473
HARNEY,2007,583
HARNEY,2002,649
HARNEY,1997,719
JEFFERSON,2012,1160
JEFFERSON,2007,1437
JEFFERSON,2002,1082
JEFFERSON,1997,1316
KLAMATH,2012,3369
KLAMATH,2007,4380
KLAMATH,2002,5022
KLAMATH,1997,4432
LAKE,2012,222
LAKE,2007,312
LAKE,2002,375
LAKE,1997,564
MALHEUR,2012,4297
MALHEUR,2007,5027
MALHEUR,2002,5657
MALHEUR,1997,4762
WHEELER,2012,36
BENTON,2012,185
BENTON,2007,618
BENTON,2002,105
BENTON,1997,701
CLACKAMAS,2012,1644
CLACKAMAS,2007,1389
CLACKAMAS,2002,1141
CLACKAMAS,1997,1384
COLUMBIA,2012,43
COLUMBIA,2002,365
COLUMBIA,1997,145
LANE,2012,333
LANE,2007,459
LANE,2002,998
LANE,1997,786
LINCOLN,2007,132
LINCOLN,2002,60
LINN,2012,384
LINN,2007,323
LINN,2002,1122
LINN,1997,1210
MARION,2012,1912
MARION,2007,2430
MARION,2002,3235
MARION,1997,4698
MULTNOMAH,2012,232
MULTNOMAH,2007,428
MULTNOMAH,2002,625
MULTNOMAH,1997,403
POLK,2012,444
POLK,2007,503
POLK,2002,523
POLK,1997,468
TILLAMOOK,2012,498
TILLAMOOK,2007,710
TILLAMOOK,2002,1025
TILLAMOOK,1997,939
WASHINGTON,2012,1265
WASHINGTON,2007,1357
WASHINGTON,2002,1043
WASHINGTON,1997,1071
YAMHILL,2012,313
YAMHILL,2007,706
YAMHILL,2002,1194
HOOD RIVER,2012,1919
HOOD RIVER,2007,2574
HOOD RIVER,2002,2114
HOOD RIVER,1997,2748
MORROW,2007,791
MORROW,2002,760
MORROW,1997,1969
SHERMAN,2007,37
WASCO,2012,722
WASCO,2007,1059
WASCO,2002,1104
WASCO,1997,1157
BAKER,2012,3344
BAKER,2007,2715
BAKER,2002,3459
BAKER,1997,4058
UMATILLA,2012,2429
UMATILLA,2007,1755
UMATILLA,2002,2276
UMATILLA,1997,3987
UNION,2012,1094
UNION,2007,573
UNION,2002,412
UNION,1997,819
WALLOWA,2012,206
WALLOWA,2007,381
WALLOWA,2002,787
WALLOWA,1997,845
COOS,2012,508
COOS,2007,526
COOS,2002,910
COOS,1997,558
CURRY,2012,171
CURRY,2002,251
DOUGLAS,2012,1038
DOUGLAS,2007,755
DOUGLAS,2002,1064
DOUGLAS,1997,980
JACKSON,2012,2068
JACKSON,2007,1894
JACKSON,2002,2752
JACKSON,1997,3008
JOSEPHINE,2012,1246
JOSEPHINE,2007,789
JOSEPHINE,2002,1032
JOSEPHINE,1997,1337
CROOK,2012,1772
CROOK,2007,3281
CROOK,2002,1629
CROOK,1997,1494
DESCHUTES,2012,2606
DESCHUTES,2007,3390
DESCHUTES,2002,2821
DESCHUTES,1997,3018
GRANT,2012,354
GRANT,2007,402
GRANT,2002,365
GRANT,1997,316
HARNEY,2012,885
HARNEY,2007,712
HARNEY,2002,494
HARNEY,1997,378
JEFFERSON,2012,895
JEFFERSON,2007,863
JEFFERSON,2002,1212
JEFFERSON,1997,1447
KLAMATH,2012,3239
KLAMATH,2007,4614
KLAMATH,2002,4138
KLAMATH,1997,6286
LAKE,2012,610
LAKE,2007,425
LAKE,2002,876
LAKE,1997,964
MALHEUR,2012,6115
MALHEUR,2007,7583
MALHEUR,2002,7814
MALHEUR,1997,7680
WHEELER,2012,92
WHEELER,2007,374
WHEELER,2002,120
WHEELER,1997,286
BENTON,2007,232
BENTON,2002,426
BENTON,1997,292
CLACKAMAS,2012,1081
CLACKAMAS,2007,1189
CLACKAMAS,2002,1256
CLACKAMAS,1997,705
COLUMBIA,2002,175
LANE,2012,915
LANE,2007,600
LANE,2002,795
LANE,1997,1467
LINCOLN,2007,121
LINCOLN,1997,57
LINN,2012,594
LINN,2007,672
LINN,2002,1600
LINN,1997,965
MARION,2012,2805
MARION,2007,2988
MARION,2002,2934
MARION,1997,4996
MULTNOMAH,2012,670
MULTNOMAH,2007,365
MULTNOMAH,2002,376
POLK,2012,640
POLK,2007,840
POLK,2002,656
POLK,1997,430
TILLAMOOK,2012,208
TILLAMOOK,2007,623
TILLAMOOK,2002,798
TILLAMOOK,1997,498
WASHINGTON,2012,1087
WASHINGTON,2007,1177
WASHINGTON,2002,1213
WASHINGTON,1997,1680
YAMHILL,2012,979
YAMHILL,2007,1883
YAMHILL,2002,959
YAMHILL,1997,669
HOOD RIVER,2012,1748
HOOD RIVER,2007,2429
HOOD RIVER,2002,2054
HOOD RIVER,1997,1910
MORROW,2012,335
MORROW,2007,118
MORROW,2002,641
MORROW,1997,448
SHERMAN,1997,105
WASCO,2012,1191
WASCO,2007,479
WASCO,2002,776
WASCO,1997,821
BAKER,2012,2194
BAKER,2007,3564
BAKER,2002,3245
BAKER,1997,2538
UMATILLA,2012,902
UMATILLA,2007,2361
UMATILLA,2002,1561
UMATILLA,1997,2477
UNION,2012,625
UNION,2007,1046
UNION,2002,982
UNION,1997,1110
WALLOWA,2012,2307
WALLOWA,2007,2059
WALLOWA,2002,1895
WALLOWA,1997,1244
COOS,2012,521
COOS,2002,444
COOS,1997,645
DOUGLAS,2012,210
DOUGLAS,2007,822
DOUGLAS,2002,1166
DOUGLAS,1997,876
JACKSON,2012,1446
JACKSON,2007,2652
JACKSON,2002,2193
JACKSON,1997,1951
JOSEPHINE,2012,411
JOSEPHINE,2002,448
JOSEPHINE,1997,936
CROOK,2012,1164
CROOK,2007,1856
CROOK,2002,740
CROOK,1997,1173
DESCHUTES,2012,1445
DESCHUTES,2007,1421
DESCHUTES,2002,2035
DESCHUTES,1997,3031
GRANT,2012,1180
GRANT,2007,918
GRANT,2002,839
GRANT,1997,979
HARNEY,2012,786
HARNEY,2007,1861
HARNEY,2002,729
HARNEY,1997,240
JEFFERSON,2012,1934
JEFFERSON,2007,3108
JEFFERSON,2002,3294
JEFFERSON,1997,3331
KLAMATH,2012,4959
KLAMATH,2007,4366
KLAMATH,2002,4862
KLAMATH,1997,6744
LAKE,2012,1132
LAKE,2007,2011
LAKE,2002,2609
LAKE,1997,3548
MALHEUR,2012,6303
MALHEUR,2007,7022
MALHEUR,2002,8280
MALHEUR,1997,8580
WHEELER,2012,176
WHEELER,2007,193
WHEELER,2002,139
WHEELER,1997,71
BENTON,2012,768
BENTON,2007,120
BENTON,1997,683
CLACKAMAS,2007,1559
CLACKAMAS,2002,1246
CLACKAMAS,1997,1494
LANE,2012,167
LANE,2007,545
LANE,2002,1099
LANE,1997,1086
LINCOLN,2002,3
LINN,2012,415
LINN,2007,189
LINN,2002,495
LINN,1997,356
MARION,2012,2381
MARION,2007,2343
MARION,2002,2815
MARION,1997,2562
MULTNOMAH,2007,526
MULTNOMAH,1997,480
POLK,2012,350
POLK,2007,323
POLK,2002,525
POLK,1997,144
TILLAMOOK,2012,929
TILLAMOOK,2007,853
TILLAMOOK,2002,952
TILLAMOOK,1997,699
WASHINGTON,2012,1111
WASHINGTON,2007,1343
WASHINGTON,2002,1922
WASHINGTON,1997,1750
YAMHILL,2012,348
YAMHILL,2007,794
YAMHILL,2002,803
YAMHILL,1997,961
HOOD RIVER,2012,1405
HOOD RIVER,2007,602
HOOD RIVER,2002,965
HOOD RIVER,1997,698
MORROW,1997,821
WASCO,2012,268
WASCO,2007,1079
WASCO,2002,606
WASCO,1997,1414
BAKER,2012,969
BAKER,2007,759
BAKER,2002,2593
BAKER,1997,2014
UMATILLA,2012,1286
UMATILLA,2007,1076
UMATILLA,2002,2857
UMATILLA,1997,1890
UNION,2012,775
UNION,2007,782
UNION,2002,788
WALLOWA,2012,864
WALLOWA,2007,1208
WALLOWA,2002,1005
WALLOWA,1997,1283
COOS,2012,793
COOS,2007,741
COOS,2002,515
COOS,1997,806
DOUGLAS,2012,387
DOUGLAS,2007,962
DOUGLAS,2002,780
DOUGLAS,1997,388
JACKSON,2012,711
JACKSON,2007,1590
JACKSON,2002,1711
JACKSON,1997,2519
JOSEPHINE,2012,230
JOSEPHINE,2007,539
JOSEPHINE,2002,531
CROOK,2012,758
CROOK,2007,1928
CROOK,2002,545
CROOK,1997,667
DESCHUTES,2012,1821
DESCHUTES,2002,747
DESCHUTES,1997,1533
GRANT,2012,120
GRANT,2007,275
GRANT,2002,344
GRANT,1997,585
HARNEY,2012,297
HARNEY,2007,813
HARNEY,2002,920
HARNEY,1997,987
JEFFERSON,2012,1628
JEFFERSON,2007,1483
JEFFERSON,2002,1301
JEFFERSON,1997,2484
KLAMATH,2012,2859
KLAMATH,2007,4093
KLAMATH,2002,3971
KLAMATH,1997,3358
LAKE,2012,1290
LAKE,2007,1069
LAKE,2002,1324
LAKE,1997,1636
MALHEUR,2012,3017
MALHEUR,2007,5186
MALHEUR,2002,6538
MALHEUR,1997,8709
BENTON,2012,3515
BENTON,2007,12485
BENTON,2002,8572
BENTON,1997,3728
CLACKAMAS,2007,6280
LANE,2012,7882
LANE,2007,3858
LANE,2002,5145
LANE,1997,1776
LINN,2012,8082
LINN,2007,1734
LINN,2002,3489
LINN,1997,1767
MARION,2012,17963
MARION,2007,20857
MARION,2002,16624
MARION,1997,11430
POLK,2012,7372
POLK,2007,5571
POLK,2002,1468
POLK,1997,4539
WASHINGTON,2012,1779
WASHINGTON,2007,1836
YAMHILL,2012,3463
YAMHILL,2007,3881
YAMHILL,2002,2158
GILLIAM,2012,6235
GILLIAM,2007,6012
GILLIAM,2002,5526
GILLIAM,1997,2869
MORROW,2012,53222
MORROW,2007,78734
MORROW,2002,78383
MORROW,1997,77541
SHERMAN,2012,1883
SHERMAN,2007,2503
SHERMAN,2002,1676
SHERMAN,1997,1450
WASCO,2012,36320
WASCO,2007,8992
WASCO,2002,11639
WASCO,1997,10431
BAKER,2012,50486
BAKER,2007,69759
BAKER,2002,63540
BAKER,1997,67671
UMATILLA,2012,97418
UMATILLA,2007,87796
UMATILLA,2002,67879
UMATILLA,1997,66979
UNION,2012,20575
UNION,2007,28352
UNION,2002,31806
UNION,1997,31463
WALLOWA,2012,15295
WALLOWA,2007,12259
WALLOWA,2002,15095
WALLOWA,1997,18838
COOS,2012,3674
COOS,1997,1393
CURRY,2007,692
CURRY,1997,1286
DOUGLAS,2012,3438
DOUGLAS,2007,3924
DOUGLAS,2002,3245
DOUGLAS,1997,2896
JACKSON,2012,9228
JACKSON,2007,17008
JACKSON,2002,10676
JACKSON,1997,13908
CROOK,2012,41645
CROOK,2007,39823
CROOK,2002,38903
CROOK,1997,34741
DESCHUTES,2012,4020
DESCHUTES,2002,2640
GRANT,2012,21141
GRANT,2007,27865
GRANT,2002,30781
GRANT,1997,34421
HARNEY,2012,139036
HARNEY,2007,111382
HARNEY,2002,103855
HARNEY,1997,108832
JEFFERSON,2012,5220
JEFFERSON,2007,7930
JEFFERSON,2002,3710
JEFFERSON,1997,5437
KLAMATH,2012,70220
KLAMATH,2007,98167
KLAMATH,2002,104182
KLAMATH,1997,100380
LAKE,2012,112747
LAKE,2007,98762
LAKE,2002,129564
LAKE,1997,155521
MALHEUR,2012,64743
MALHEUR,2007,65437
MALHEUR,2002,65981
MALHEUR,1997,89353
WHEELER,2012,7992
WHEELER,2007,7674
WHEELER,2002,9660
WHEELER,1997,7078
BENTON,2007,313
BENTON,2002,636
BENTON,1997,318
CLACKAMAS,2012,1390
CLACKAMAS,2007,1224
CLACKAMAS,1997,1025
LANE,2012,118
LANE,2007,590
LANE,2002,488
LANE,1997,1412
LINN,2012,510
LINN,2007,429
LINN,2002,383
LINN,1997,535
MARION,2012,1073
MARION,2007,2371
MARION,2002,2832
MARION,1997,3430
MULTNOMAH,1997,488
POLK,2012,333
POLK,2007,552
POLK,2002,291
POLK,1997,786
TILLAMOOK,2012,798
TILLAMOOK,2007,1055
TILLAMOOK,1997,287
WASHINGTON,2007,662
WASHINGTON,2002,1511
WASHINGTON,1997,517
YAMHILL,2012,698
YAMHILL,2007,744
YAMHILL,2002,1137
YAMHILL,1997,1441
HOOD RIVER,2012,485
HOOD RIVER,2007,286
HOOD RIVER,2002,1777
HOOD RIVER,1997,1268
MORROW,1997,1057
WASCO,2007,384
WASCO,2002,628
BAKER,2012,1553
BAKER,2007,1966
BAKER,2002,2061
BAKER,1997,1342
UMATILLA,2012,682
UMATILLA,2007,1382
UMATILLA,2002,1017
UMATILLA,1997,2650
UNION,2012,461
UNION,2007,800
UNION,2002,665
UNION,1997,1142
WALLOWA,2012,327
WALLOWA,2007,778
WALLOWA,2002,1063
WALLOWA,1997,1063
COOS,2012,137
COOS,2002,304
COOS,1997,419
CURRY,2012,181
CURRY,2007,598
DOUGLAS,2012,408
DOUGLAS,2007,137
DOUGLAS,2002,576
DOUGLAS,1997,514
JACKSON,2012,709
JACKSON,2007,2662
JACKSON,2002,1950
JACKSON,1997,2276
JOSEPHINE,2012,415
JOSEPHINE,2007,649
JOSEPHINE,2002,1028
JOSEPHINE,1997,793
CROOK,2012,390
CROOK,2007,1205
CROOK,2002,1385
CROOK,1997,733
DESCHUTES,2012,648
DESCHUTES,2007,1279
DESCHUTES,2002,2375
DESCHUTES,1997,1646
GRANT,2012,58
GRANT,2007,678
GRANT,2002,507
HARNEY,2012,175
HARNEY,2007,823
HARNEY,1997,600
JEFFERSON,2012,689
JEFFERSON,2007,1129
JEFFERSON,2002,1678
JEFFERSON,1997,2123
KLAMATH,2012,1964
KLAMATH,2007,4257
KLAMATH,2002,3177
KLAMATH,1997,4976
LAKE,2012,794
LAKE,2007,833
LAKE,1997,835
MALHEUR,2012,5376
MALHEUR,2007,6487
MALHEUR,2002,4067
MALHEUR,1997,4453
BENTON,2012,1322
BENTON,2007,2059
BENTON,2002,2256
BENTON,1997,2690
CLACKAMAS,2012,4014
CLACKAMAS,2007,3165
CLACKAMAS,2002,4916
CLACKAMAS,1997,5765
CLATSOP,2012,64
COLUMBIA,2007,925
COLUMBIA,2002,982
LANE,2012,1337
LANE,2007,3143
LANE,2002,3759
LANE,1997,3600
LINN,2012,2248
LINN,2007,2865
LINN,2002,2740
LINN,1997,5637
MARION,2012,11040
MARION,2007,15166
MARION,2002,22203
MARION,1997,19681
MULTNOMAH,2012,557
MULTNOMAH,2007,942
MULTNOMAH,2002,1705
MULTNOMAH,1997,2033
POLK,2012,658
POLK,2007,906
POLK,2002,846
POLK,1997,1720
TILLAMOOK,2012,2806
TILLAMOOK,2007,2507
TILLAMOOK,2002,1201
TILLAMOOK,1997,1380
WASHINGTON,2012,4286
WASHINGTON,2007,4673
WASHINGTON,2002,6435
WASHINGTON,1997,5197
YAMHILL,2012,2798
YAMHILL,2007,3761
YAMHILL,2002,3741
YAMHILL,1997,2732
GILLIAM,2007,389
HOOD RIVER,2012,1414
HOOD RIVER,2007,1697
HOOD RIVER,2002,2435
HOOD RIVER,1997,1904
MORROW,2012,1040
MORROW,2007,2167
MORROW,2002,1467
MORROW,1997,2401
WASCO,2012,4565
WASCO,2007,4160
WASCO,2002,3709
WASCO,1997,2741
BAKER,2012,11997
BAKER,2007,9379
BAKER,2002,8968
BAKER,1997,11493
UMATILLA,2012,4157
UMATILLA,2007,5807
UMATILLA,2002,9197
UMATILLA,1997,8215
UNION,2012,3232
UNION,2007,2059
UNION,2002,5083
UNION,1997,3594
WALLOWA,2012,1703
WALLOWA,2007,6131
WALLOWA,2002,2517
WALLOWA,1997,3176
COOS,2012,1268
COOS,2007,3416
COOS,2002,3745
COOS,1997,2630
CURRY,2012,157
CURRY,2007,262
CURRY,2002,424
CURRY,1997,103
DOUGLAS,2012,2308
DOUGLAS,2007,1971
DOUGLAS,2002,1771
DOUGLAS,1997,2859
JACKSON,2012,6705
JACKSON,2007,5779
JACKSON,2002,6375
JACKSON,1997,4487
JOSEPHINE,2012,1186
JOSEPHINE,2007,1122
JOSEPHINE,2002,1439
JOSEPHINE,1997,2370
CROOK,2012,2720
CROOK,2007,8112
CROOK,2002,5800
CROOK,1997,3594
DESCHUTES,2012,3819
DESCHUTES,2007,4836
DESCHUTES,2002,7066
DESCHUTES,1997,5489
GRANT,2012,1996
GRANT,2007,2240
GRANT,2002,2331
GRANT,1997,2269
HARNEY,2012,6548
HARNEY,2007,5757
HARNEY,2002,3788
HARNEY,1997,4107
JEFFERSON,2012,4096
JEFFERSON,2007,5890
JEFFERSON,2002,8231
JEFFERSON,1997,10739
KLAMATH,2012,19984
KLAMATH,2007,25008
KLAMATH,2002,27065
KLAMATH,1997,26637
LAKE,2012,5021
LAKE,2007,8594
LAKE,2002,10654
LAKE,1997,9320
MALHEUR,2012,22225
MALHEUR,2007,26781
MALHEUR,2002,34232
MALHEUR,1997,40468
WHEELER,2012,381
WHEELER,2007,1052
WHEELER,2002,656
WHEELER,1997,129
BENTON,2007,70
BENTON,1997,218
CLACKAMAS,2012,763
CLACKAMAS,2007,1133
CLACKAMAS,2002,1397
CLACKAMAS,1997,1172
COLUMBIA,2012,32
COLUMBIA,2007,85
COLUMBIA,2002,80
COLUMBIA,1997,57
LANE,2012,506
LANE,2007,622
LANE,2002,632
LANE,1997,715
LINCOLN,2007,5
LINCOLN,2002,8
LINN,2012,472
LINN,2007,624
LINN,2002,534
LINN,1997,646
MARION,2012,1664
MARION,2007,1151
MARION,2002,2100
MARION,1997,2343
MULTNOMAH,2012,154
MULTNOMAH,2007,100
MULTNOMAH,2002,295
MULTNOMAH,1997,139
POLK,2012,194
POLK,2007,170
POLK,2002,249
POLK,1997,211
TILLAMOOK,2007,96
TILLAMOOK,2002,119
TILLAMOOK,1997,267
WASHINGTON,2007,603
WASHINGTON,2002,642
WASHINGTON,1997,686
YAMHILL,2012,405
YAMHILL,2007,624
YAMHILL,2002,404
YAMHILL,1997,614
HOOD RIVER,2012,1493
HOOD RIVER,2007,2205
HOOD RIVER,2002,1704
HOOD RIVER,1997,2851
MORROW,2007,118
MORROW,2002,378
MORROW,1997,393
WASCO,2012,463
WASCO,2007,559
WASCO,2002,748
WASCO,1997,565
BAKER,2012,726
BAKER,2007,935
BAKER,2002,837
BAKER,1997,1338
UMATILLA,2012,1432
UMATILLA,2007,1907
UMATILLA,2002,1274
UMATILLA,1997,2248
UNION,2012,296
UNION,2007,329
UNION,2002,396
UNION,1997,449
WALLOWA,2012,480
WALLOWA,2007,571
WALLOWA,2002,325
WALLOWA,1997,409
COOS,2012,417
COOS,2007,348
COOS,2002,216
COOS,1997,564
CURRY,2012,75
CURRY,2007,37
CURRY,2002,69
DOUGLAS,2012,511
DOUGLAS,2007,402
DOUGLAS,2002,445
DOUGLAS,1997,559
JACKSON,2012,1875
JACKSON,2007,3992
JACKSON,2002,2032
JACKSON,1997,2692
JOSEPHINE,2012,577
JOSEPHINE,2007,611
JOSEPHINE,2002,436
JOSEPHINE,1997,619
CROOK,2012,428
CROOK,2007,494
CROOK,2002,429
CROOK,1997,289
DESCHUTES,2012,1333
DESCHUTES,2007,1823
DESCHUTES,2002,3077
DESCHUTES,1997,1699
GRANT,2012,317
GRANT,2007,177
GRANT,1997,182
HARNEY,2007,115
HARNEY,2002,210
HARNEY,1997,355
JEFFERSON,2012,1091
JEFFERSON,2007,1084
JEFFERSON,2002,737
JEFFERSON,1997,1006
KLAMATH,2012,1505
KLAMATH,2007,1990
KLAMATH,2002,2103
KLAMATH,1997,2292
LAKE,2007,269
MALHEUR,2012,2326
MALHEUR,2007,2226
MALHEUR,2002,1749
MALHEUR,1997,2685
WHEELER,2007,82
WHEELER,2002,49
BENTON,2012,792
BENTON,2007,2917
BENTON,2002,4036
BENTON,1997,4692
CLACKAMAS,2012,4538
CLACKAMAS,2007,4148
CLACKAMAS,2002,3543
CLACKAMAS,1997,2547
COLUMBIA,2012,1135
COLUMBIA,2007,1110
LANE,2012,4161
LANE,2007,7234
LANE,2002,4953
LANE,1997,4790
LINCOLN,2007,130
LINCOLN,2002,730
LINN,2012,3434
LINN,2007,6565
LINN,2002,5692
LINN,1997,8136
MARION,2012,17723
MARION,2007,24016
MARION,2002,22312
MARION,1997,22720
MULTNOMAH,2012,1209
MULTNOMAH,2007,1610
MULTNOMAH,2002,697
MULTNOMAH,1997,1905
POLK,2012,4881
POLK,2007,2087
POLK,2002,2061
POLK,1997,3141
TILLAMOOK,2012,1418
TILLAMOOK,2007,1310
TILLAMOOK,2002,1055
TILLAMOOK,1997,1350
WASHINGTON,2012,2869
WASHINGTON,2007,4643
WASHINGTON,2002,3106
WASHINGTON,1997,5678
YAMHILL,2012,5630
YAMHILL,2007,6259
YAMHILL,2002,8216
YAMHILL,1997,8427
GILLIAM,1997,794
HOOD RIVER,2012,768
HOOD RIVER,2007,1020
HOOD RIVER,2002,1057
HOOD RIVER,1997,1148
MORROW,2012,2321
MORROW,2007,2610
MORROW,2002,2768
MORROW,1997,2254
WASCO,2012,2287
WASCO,2007,3456
WASCO,2002,3293
WASCO,1997,1532
BAKER,2012,10224
BAKER,2007,10395
BAKER,2002,19842
BAKER,1997,18252
UMATILLA,2012,14973
UMATILLA,2007,12848
UMATILLA,2002,12476
UMATILLA,1997,14172
UNION,2012,2285
UNION,2007,6202
UNION,2002,6040
UNION,1997,7391
WALLOWA,2012,7588
WALLOWA,2007,8063
WALLOWA,2002,7452
WALLOWA,1997,10177
COOS,2012,2287
COOS,2007,2069
COOS,2002,1619
COOS,1997,1752
CURRY,2012,471
CURRY,2007,528
CURRY,2002,383
CURRY,1997,626
DOUGLAS,2012,3270
DOUGLAS,2007,2489
DOUGLAS,2002,1845
DOUGLAS,1997,3665
JACKSON,2012,1876
JACKSON,2007,3312
JACKSON,2002,5645
JACKSON,1997,6942
JOSEPHINE,2007,432
CROOK,2012,6188
CROOK,2007,7276
CROOK,2002,10052
CROOK,1997,12953
DESCHUTES,2012,2214
DESCHUTES,2007,1361
DESCHUTES,2002,5463
DESCHUTES,1997,4651
GRANT,2012,1996
GRANT,2007,2216
GRANT,2002,2145
GRANT,1997,4243
HARNEY,2012,8422
HARNEY,2007,5960
HARNEY,2002,6161
HARNEY,1997,9227
JEFFERSON,2012,9814
JEFFERSON,2007,12871
JEFFERSON,2002,15316
JEFFERSON,1997,16975
KLAMATH,2012,17679
KLAMATH,2007,29026
KLAMATH,2002,40301
KLAMATH,1997,44102
LAKE,2012,15684
LAKE,2007,18882
LAKE,2002,23221
LAKE,1997,11580
MALHEUR,2012,37214
MALHEUR,2007,40005
MALHEUR,2002,45574
MALHEUR,1997,50263
WHEELER,2007,186
WHEELER,2002,813
WHEELER,1997,278
BENTON,2012,160
BENTON,2007,229
BENTON,2002,357
BENTON,1997,153
CLACKAMAS,2007,1718
CLACKAMAS,2002,1222
CLACKAMAS,1997,1933
CLATSOP,2012,3
CLATSOP,2002,60
COLUMBIA,2012,49
COLUMBIA,2002,139
LANE,2012,485
LANE,2007,872
